80,"มงคลมีน้ำหนักตัวประมาณ 72 กิโลกรัม ในร่างกายของเขาจะมีน้ำเป็นส่วนประกอบของร่างกาย
ประมาณกี่กิโลกรัม
",24,36,48,108,3, เพราะในร่างกายของคนเราจะมีน้ำอยู่ประมาณ 2 ใน 3 ของน้ำหนักตัว
81,ปรากฏการณ์ใดในข้อต่อไปนี้เกิดจากการควบแน่นของน้ำ, การเกิดลูกเห็บ, การเกิดหิมะ, การเกิดน้ำค้าง, การเกิดน้ำแข็ง,3," การเกิดน้ำค้าง เพราะเป็นการควบแน่นที่เกิดจากความหนาแน่นของความกดอากาศ
เมื่ออุณหภูมิต่ำลง"
82,หินชนิดใดเกิดก่อนหินชนิดอื่นๆ, หินตะกอน, หินแปร, หินทราย, หินอัคนี,4, หินอัคนี เพราะหินอัคนีเกิดจากการเย็นตัวลงของเปลือกโลกหรือธารลาวา
83,สิ่งใดที่ไม่นำมาใช้เป็นเกณฑ์ในการจำแนกหิน, ลักษณะการเกิดของหิน, ลักษณะเนื้อของหิน, ลักษณะสีของหิน, ลักษณะน้ำหนักหิน,4, ลักษณะน้ำหนักหิน
84,กระบวนการเกิดดิน เกี่ยวข้องกับข้อใดน้อยที่สุด, หินแร่, อากาศ, จุลินทรีย์, ฮิวมัส,2, อากาศ
85,ข้อใดที่มีความสัมพันธ์ที่เกิดจากการทำปฏิกิริยากับกรดเกลือ, หินออบซิเดียน-ก๊าซซัลเฟอร์, หินอ่อน-ก๊าซคาร์บอนไดออกไซด์, หินแกรนิต-ก๊าซไฮโดรเจน, หินศิลาแลง-ก๊าซไนโตรเจน,2, หินอ่อน-ก๊าซคาร์บอนไดออกไซด์
86,ศิลาต้องการปูพื้นบ้านให้สวยงามและทนทาน ควรเลือกใช้หินชนิดใด, หินทราย, หินปูน, หินอ่อน, ศิลาแลง,3, หินอ่อน
87,ข้อใดไม่ใช่การเปลี่ยนแปลงทางเคมี, ลูกชิ้นทอด, การเกิดสนิมเหล็ก, การจุดธูป, เกลือละลายน้ำ,4, เกลือละลายน้ำ เพราะเป็นการเปลี่ยนแปลงเชิงกายภาพ
88,สารในข้อใดสามารถเกิดการระเหิดได้หมด, พิมเสน การบูร, ด่างทับทิม เกลือแกง,จุนสี สารส้ม, แนฟทาลีน น้ำตาล,1, พิมเสนและการบูร
89,อาหารในข้อใดจะย่อยได้ดีในกระเพาะอาหาร, ปลาปิ้งเกลือ, มันเชื่อม, ขนมปังทาเนย, ขนมมะพร้าวแก้ว,1, ปลาปิ้งเกลือ เพราะปลาให้สารอาหารโปรตีนจะถูกย่อยที่กระเพราะอาหาร
90,สารประเภทโปรตีนที่อยู่ในเกลือ เรียกว่า, เกล็ดเลือด, ฮีโมโกลบิน, เม็ดเลือด, พลาสมา,2, ฮีโมโกลบิน เพราะฮีโมโกลบินเป็นสารอาการที่อยู่ในเลือด
91,ข้อใดเป็นควมจริงเกี่ยวกับเซลล์เม็ดเลือด," ผู้หญิงมีเซลล์เม็ดเลือดมากกว่าผู้ชายและถูกนำ
ไปทำลายที่ผนังมดลูก"," เซลล์เม็ดเลือดแดงมีอายุ 120 วัน หลังจากนั้นจะ
ถูกนำไปทำลายที่ตับและม้าม", แหล่งสร้างเม็ดเลือดขาว คือ ไขกระดูก มีอายุประมาณ 7 เดือน," เกล็ดเลือดจะช่วยให้เลือดมีสีแดงและทำลายเชื้อโรคเข้า
สู่ร่างกาย",2, เซลล์เม็ดเลือดแดงมีอายุ 120 วันหลังจากนั้นจะถูกนำไปทำลายที่ตับและม้าม
92,ในกระเพาะอาหารมีการสร้างกรดชนิดใด, กรดแอชิติก, กรดคาร์บอนิก, กรดไอโดรคลอริก, กรดแอสคอร์บิก,3, กรดไฮโดรคลอริก
93,การทำงานของน้ำดีในระบบย่อยอาหารเป็นการย่อยวิธีใด, ย่อยเชิงกล, ย่อยเชิงเคมี, ทั้งเชิงกลและเชิงเคมี, ไม่มีข้อถูก,1," เป็นการย่อยเชิงกล เพราะเป็นกระบวนการทำให้อาหารมีขนาดเล็กลง เพื่อสะดวกต่อการ
เคลื่อนที่และการเกิดปฏิกิริยาเคมีต่อไป"
94,รังสีจากแสงแดดที่ตามองไม่เห็นและมีส่วนช่วยในการสร้างวิตามินดีให้สิ่งมีชีวิตคือ, รังสีเอ็กซ์, รังสีแกมมา, รังสีเบตา, รังสีอัลตราไวโอเลต,4, รังสีอัลตราไวโอเลต
95,แสงจากดวงอาทิตย์มายังโลกด้วยความเร็วเท่าใดและใช้เววลาเท่าใด," 30,000 ไมล์/วินาที"," 300,000 ไมล์/วินาที "," 186,000 ไมล์/วินาที"," 186,000 ไมล์/วินาที",2," คือ 300000 ไมล์/วินาที , "
96,การเกิดรุ้งกินน้ำมักจะเกิดขึ้นหลังจากฝนตกใหม่ๆ ซึ่งต้องใช้สมบัติของแสงข้อใด, การกระจายของแสง, การกระเจิงของแสง, การสะท้อนแสง, การหักเหของแสง,4, การหักเหของแสง เพราะเมื่อแสงส่องผ่านละอองน้ำในบรรยากาศจะเกิดการหักเหของแสง
97,ข้อใดไม่ใช่สมบัติของแสง, แสงเดินทางเป็นเส้นตรง, แสงเดินทางผ่านตัวกลางต่างชนิดกันและเกิดการหักเห, แสงเดินทางต้องอาศัยตัวกลาง," รังสีตกกระทบรังสีสะท้อนของแสงจะตั้งอยู่บน
ระนาบเดียวกัน",3," แสงเดินทางต้องอาศัยตัวกลาง เพราะการเดินทางของแสงไม่ต้องใช้ตัวกลาง เช่น 
แสงดวงอาทิตย์เดินทางผ่านสุญญากาศมายังโลกโดยไม่มีตัวกลาง"
98,แสงจากดวงอาทิตย์ส่องผ่านสิ่งใดจะเกิดการแยกแสงสีขาวออกเป็นเจ็ดสี, ผ่านละอองน้ำในบรรยากาศ, ผ่านแท่งปริซึม, ผ่านเลนส์สีเว้า, ผ่านกระจกใส,2,"ตอบ 2 ผ่านแท่งปริซึม เพราะแท่งปริซึมเป็นอุปกรณ์แยกแสงสีขาวของดวงอาทิตย์ออกเป็น 7 สี
เรียกว่าสีรุ้งหรือสเปกตรัม"
99,ก๊าซในข้อใดทำให้เกิดปรากฏการณ์เรือนกระจก, ก๊าซคาร์บอนไดออกไซด์, ก๊าซ CFC, ก๊าซบิวเทน, ก๊าซซัลเฟอร์ไดออกไซด์,1, ก๊าซคาร์บอนไดออกไซด์
100,ความสัมพันธ์ระหว่างสิ่งมีชีวิตในข้อใด ที่เป็นการแก่งแย่งแข่งขัน, ต้นไทรที่เจริญอยู่บนต้นสัก, ต้นกกและปลานิลในสระน้ำ, ดอกไม้ทะเลที่เกาะอยู่บนหลังของปูเสฉวน, กาฝากบนต้นมะม่วง,1," ภาวะแข่งขัน เป็นการดำรงชีพโดยทั้ง 2 ฝ่าย ต้องการปัจจัยเดียวกัน แต่ปัจจัยนั้นมีจำนวนจำกัด
จึงต้องแข่งขันกันเพื่อให้ได้ปัจจัยนั้น ดังนั้นเมื่ออยู่ร่วมกันจึงเสียประโยชน์ทั้งคู่ แต่ถ้าอยู่แยกกัน
ไม่ได้และไม่เสียประโยชน์"
